,upid,assembly_acc,assembly_version,wgs_acc,wgs_version,assembly_name,assembly_level,study_ref,description,total_length,ungapped_length,circular,ncbi_id,scientific_name,common_name,kingdom,num_rfam_regions,num_families,is_reference,is_representative,created,updated,_dlt_load_id,_dlt_id
923,UP000001134,,0,,0,,,,Acanthamoeba polyphaga mimivirus,1181404,0,0,212035,MIMIV Acanthamoeba polyphaga mimivirus,,viruses,8,2,1,1,2018-03-12T16:49:15.000Z,2024-09-10T04:40:15.000Z,1731962247.2272599,bWqeMQcvkjhBBg
924,UP000001136,GCA_000014025.1,1,,,ASM1402v1,complete-genome,PRJNA16319,ASM1402v1 assembly for Arcobacter butzleri RM4018,2341251,2341251,0,367737,Arcobacter butzleri RM4018,,bacteria,74,15,0,1,2017-04-04T18:12:02.000Z,2024-09-10T04:42:45.000Z,1731962247.2272599,8SrwHIPIfUfRDQ
925,UP000001137,GCA_000018305.1,1,,,ASM1830v1,complete-genome,PRJNA17421,ASM1830v1 assembly for Caldivirga maquilingensis IC-167,2077567,2077567,0,397948,Caldivirga maquilingensis IC-167,,archaea,93,13,0,1,2017-04-04T18:12:03.000Z,2024-09-10T04:43:05.000Z,1731962247.2272599,JeTu5+wbQqgNCA
926,UP000001151,,0,,0,,,,Enterococcus phage phiEF24C DNA,142072,0,0,442493,Enterococcus bacteriophage phi-EF24C,,viruses,5,2,1,1,2018-03-12T16:44:47.000Z,2024-09-10T04:44:06.000Z,1731962247.2272599,HcjTqapFYe4Q4w
927,UP000001154,,0,,0,,,,Enterobacteria phage K1E,45251,0,0,344022,Escherichia phage K1E Bacteriophage K1E,,viruses,1,1,0,1,2018-03-12T16:44:47.000Z,2018-06-16T11:40:30.000Z,1731962247.2272599,al723j+WoQKnnQ
928,UP000001155,,0,,0,,,,Methanobacterium phage psiM2,26111,0,0,77048,Methanobacterium phage psiM2,,viruses,0,0,0,1,2018-03-12T16:44:47.000Z,2018-06-16T11:40:30.000Z,1731962247.2272599,ago43lx6Y3s/ew
929,UP000001156,,0,,0,,,,Enterobacteria phage T1,48836,0,0,1921008,Escherichia phage T1 Bacteriophage T1,,viruses,0,0,1,1,2018-03-12T16:44:47.000Z,2018-06-16T11:40:30.000Z,1731962247.2272599,3FM7TI3tPu+2CQ
930,UP000001157,,0,,0,,,,Virus PhiCh1,58498,0,0,114777,Natrialba phage PhiCh1,,viruses,0,0,0,1,2018-03-12T16:44:47.000Z,2018-06-16T11:40:30.000Z,1731962247.2272599,NmKp76COp2+7mw
931,UP000001158,,0,,0,,,,Salmonella typhimurium bacteriophage ST64T,40679,0,0,173443,Bacteriophage ST64T,,viruses,2,1,0,1,2018-03-12T16:53:41.000Z,2018-06-16T11:41:45.000Z,1731962247.2272599,ZoGjkm+rMfgEhQ
932,UP000001159,,0,,0,,,,Vibrio harveyi bacteriophage VHML,43198,0,0,207597,Vibrio phage VHML,,viruses,0,0,0,1,2018-03-12T16:44:46.000Z,2018-06-16T11:40:30.000Z,1731962247.2272599,ceBBhLWwJaO2uQ
933,UP000001160,,0,,0,,,,Burkholderia cepacia phage Bcep22,63882,0,0,242527,Burkholderia virus Bcep22,,viruses,1,1,1,1,2018-03-12T16:56:31.000Z,2024-09-10T04:55:47.000Z,1731962247.2272599,VQ+Y2qLwIoBvKw
934,UP000001161,,0,,0,,,,Roseophage SIO1 complete genome.,39898,0,0,136084,Roseobacter virus SIO1,,viruses,0,0,0,1,2018-03-12T16:56:31.000Z,2018-06-16T11:40:28.000Z,1731962247.2272599,8tnf4xwPF94yxQ
935,UP000001162,,0,,0,,,,Staphylococcus aureus phage phiNM2,43145,0,0,387908,Staphylococcus virus phiNM2,,viruses,0,0,0,1,2018-03-12T16:56:31.000Z,2024-09-10T04:55:54.000Z,1731962247.2272599,qjrj9HXfxOmrMg
936,UP000001163,,0,,0,,,,Pseudomonas aeruginosa phage PaP3,45503,0,0,188350,Pseudomonas virus PaP3,,viruses,0,0,0,1,2018-03-12T16:37:26.000Z,2024-09-10T04:55:43.000Z,1731962247.2272599,Ok8p0sKqVcSeXw
937,UP000001164,,0,,0,,,,"Bacteriophage r1t integrase, repressor protein (rro), dUTPase, holin and lysin genes",33350,0,0,43685,Bacteriophage r1t,,viruses,0,0,0,1,2018-03-12T16:54:15.000Z,2018-06-16T11:40:28.000Z,1731962247.2272599,CWQ58j504PV4Aw
938,UP000001165,,0,,0,,,,Pseudomonas phage gh-1,37359,0,0,197783,Pseudomonas phage gh-1,,viruses,0,0,0,1,2018-03-12T16:56:31.000Z,2018-06-16T11:40:52.000Z,1731962247.2272599,bVNliUI8rBwkoQ
939,UP000001166,,0,,0,,,,Bacteriophage EJ-1 proviral DNA,42935,0,0,12402,Streptococcus phage EJ-1,,viruses,3,3,0,1,2018-03-12T16:56:31.000Z,2019-01-10T14:56:04.000Z,1731962247.2272599,AU5W3CIwZnwHpw
940,UP000001168,GCA_000009825.1,1,,,ASM982v1,complete-genome,PRJNA13291,ASM982v1 assembly for Bacillus clausii KSM-K16,4303871,4303871,0,66692,Bacillus clausii KSM-K16,,bacteria,158,43,0,1,2017-04-04T18:29:53.000Z,2024-09-10T04:54:36.000Z,1731962247.2272599,mRdhUoyFoWKUlQ
941,UP000001169,GCA_000011085.1,1,,,ASM1108v1,complete-genome,PRJNA105,ASM1108v1 assembly for Haloarcula marismortui ATCC 43049,4274642,4274642,0,272569,Haloarcula marismortui ATCC 43049,,archaea,191,20,0,1,2017-04-04T18:35:47.000Z,2024-09-10T04:41:32.000Z,1731962247.2272599,7aFSCbXV4EJbuw
942,UP000001170,GCA_000011825.1,1,,,ASM1182v1,complete-genome,PRJNA13162,ASM1182v1 assembly for Streptococcus thermophilus LMG 18311,1796846,1796846,0,264199,Streptococcus thermophilus LMG 18311,,bacteria,137,35,0,1,2017-04-04T18:14:55.000Z,2024-09-10T04:55:49.000Z,1731962247.2272599,BKrIYv7UwDZDpw
943,UP000001171,GCA_000008465.1,1,,,ASM846v1,complete-genome,PRJNA10790,ASM846v1 assembly for Idiomarina loihiensis L2TR,2839318,2839318,0,283942,Idiomarina loihiensis L2TR,,bacteria,87,27,0,1,2017-04-04T18:14:56.000Z,2024-09-10T04:41:43.000Z,1731962247.2272599,kAdA0kk8UKxapw
944,UP000001172,GCA_000009785.1,1,,,ASM978v1,complete-genome,PRJNA13233,ASM978v1 assembly for Geobacillus kaustophilus HTA426,3592666,3592666,0,235909,Geobacillus kaustophilus HTA426,,bacteria,202,45,1,1,2017-04-04T18:14:56.000Z,2024-09-10T04:40:48.000Z,1731962247.2272599,chdBWz/IWTIl7A
945,UP000001173,GCA_000007105.1,1,,,ASM710v1,complete-genome,PRJNA12354,ASM710v1 assembly for Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,2056363,2056363,0,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,,bacteria,91,20,0,1,2017-04-04T18:14:55.000Z,2024-09-10T04:41:24.000Z,1731962247.2272599,OEKsiWoy5hW5+Q
946,UP000001174,GCA_000008985.1,1,,,ASM898v1,complete-genome,PRJNA9,ASM898v1 assembly for Francisella tularensis subsp. tularensis SCHU S4,1892775,1892775,0,177416,Francisella tularensis subsp. tularensis SCHU S4,,bacteria,59,19,1,1,2017-04-04T18:14:56.000Z,2021-06-14T15:31:43.000Z,1731962247.2272599,qm+y/NHW8gneIQ
947,UP000001176,GCA_000067045.1,1,,,ASM6704v1,complete-genome,PRJNA377,ASM6704v1 assembly for Gluconacetobacter diazotrophicus PA1 5,3999591,3999591,0,272568,Gluconacetobacter diazotrophicus PA1 5,,bacteria,86,23,0,1,2017-04-04T18:14:56.000Z,2022-10-29T17:58:33.000Z,1731962247.2272599,h5QZdbgCbpotzw
948,UP000001178,,0,,0,,,,Staphylococcus phage phiMR11 DNA,43011,0,0,379501,Staphylococcus phage phiMR11,,viruses,1,1,0,1,2018-03-12T16:45:30.000Z,2019-01-10T14:58:56.000Z,1731962247.2272599,e7zpdhj3i/MeZA
949,UP000001179,GCA_000879135.1,1,,0,ViralProj28763,,,Halomonas phage phiHAP-1,39245,0,0,1283337,Halomonas phage phiHAP-1,,viruses,0,0,1,1,2018-03-12T16:45:30.000Z,2018-06-18T13:54:53.000Z,1731962247.2272599,6VQeGVpcK+GzKA
950,UP000001185,GCA_000019365.1,1,,,ASM1936v1,complete-genome,PRJNA18809,ASM1936v1 assembly for Methylobacterium sp. 4-46,7737025,7737025,0,426117,Methylobacterium sp. 4-46,,bacteria,0,0,0,1,2017-04-04T18:23:25.000Z,2024-09-10T04:55:57.000Z,1731962247.2272599,zJ1Z/CvIfikJLw
951,UP000001186,GCA_000874965.1,1,,,ViralProj28829,complete-genome,PRJNA485481,,35543,,,2914004,Streptococcus phage 858,,viruses,0,0,0,1,2024-06-28T19:30:27.000Z,2024-09-02T20:20:46.000Z,1731962247.2272599,U5qwVmUCnlm29g
952,UP000001189,GCA_000844025.1,1,,0,ViralProj14465,,,Equine herpesvirus 1 strain Ab4,150224,0,0,31520,Equid herpesvirus 1 Ab4,,viruses,0,0,0,0,2018-03-12T16:51:06.000Z,2018-06-18T13:54:56.000Z,1731962247.2272599,Rc+OhAZgrqWmiw
953,UP000001190,GCA_000018345.1,1,,,ASM1834v1,complete-genome,PRJNA16725,ASM1834v1 assembly for Mycobacterium marinum M,6660144,6660144,0,216594,Mycobacterium marinum M,,bacteria,94,40,0,1,2017-04-04T18:05:11.000Z,2024-09-10T04:40:20.000Z,1731962247.2272599,7e6JBUH+bX8Z9w
954,UP000001191,GCA_000020025.1,1,,,ASM2002v1,complete-genome,PRJNA216,ASM2002v1 assembly for Nostoc punctiforme PCC 73102,9059191,9059191,0,63737,Nostoc punctiforme PCC 73102,,bacteria,273,33,0,1,2017-04-04T18:05:11.000Z,2024-09-09T21:21:50.000Z,1731962247.2272599,OERfHx2Q8w8q9Q
955,UP000001192,GCA_000020045.1,1,,,ASM2004v1,complete-genome,PRJNA17409,ASM2004v1 assembly for Paraburkholderia phymatum STM815,8676562,8676562,0,391038,Paraburkholderia phymatum STM815,,bacteria,149,51,0,1,2017-04-04T18:05:09.000Z,2024-09-10T04:43:01.000Z,1731962247.2272599,UtqJoeFTEkwcjw
956,UP000001194,GCA_000143565.1,1,ABFE01000000,1,V1.0,,PRJNA19043,Laccaria bicolor S238N-H82 assembly V1.0,64877444,58683330,0,486041,Laccaria bicolor S238N-H82,,eukaryota,262,23,0,1,2018-03-12T16:39:57.000Z,2024-09-10T04:44:20.000Z,1731962247.2272599,wd0slP1c6TMwvw
957,UP000001195,,,,,ASM2016v1,,,"Clostridium botulinum produces botulinum neurotoxin, one of deadliest toxins known. It inhibits acetylcholine release in neuromuscular junctions, causing paralysis by inhibiting muscle contraction. In most cases the affected person dies of asphyxiation or heart failure. Strains of C. botulinum are physiologically heterogeneous, and four distinct phenotypic groups (I to IV) are recognized. These four metabolically distinct groups do not, however, necessarily correlate with the serological specificities of the botulinum neurotoxin produced, which are classified into 7 serotypes, A-F. The type A toxin is used in minute doses to treat both painful muscle spasms and as a cosmetic treatment to temporarily remove frown lines between eyebrows.

Type B nonproteolytic outbreaks of botulinum poisoning are often associated with the consumption of fish. The strains are usually psychrotrophs. C.botulinum B str. Eklund 17B is a nonproteolytic botulism neurotoxin B strain. This strain was isolated from marine sediments taken off the coast of Washington, USA and was not associated with botulism, although it does produce neurotoxin.",3847969,,,935198,Clostridium botulinum Eklund 17B,,bacteria,0,0,0,0,2017-05-15T11:10:15.000Z,2024-09-10T04:56:05.000Z,1731962247.2272599,QD2F65A87pM7SQ
958,UP000001197,,,,,,,,"The filamentous ascomycete fungus Podospora anserine (sordariomycete clade of the pezizomycotina) is easy to culture in the laboratory and can complete its sexual cycle within a week. Consequently it has been utilised as a fungal model in the study of eukaryotic (meiosis, ageing, prion and related protein-based inheritance) and fungal biology (hyphal interference, sexual reproduction and heterokaryon formation). 

A complete assembly of the nuclear genome predicted to be 36 Mb in size included the mitochondrial genome, a single circular contig of about 95 kb. A combination of semi-automatic and manual annotation identified 10,545 protein coding genes.",35110909,,,515849,Podospora anserina S mat+,,eukaryota,472,42,0,1,2017-04-10T18:52:51.000Z,2024-09-10T04:55:58.000Z,1731962247.2272599,lRozfKN4KU0L3g
959,UP000001201,GCA_000020325.1,1,,0,ASM2032v1,,PRJNA18889,ASM2032v1 assembly for Sulfurihydrogenibium sp. YO3AOP1,1838442,1838442,0,436114,Sulfurihydrogenibium sp. YO3AOP1,,bacteria,0,0,0,1,2018-03-12T16:38:01.000Z,2024-09-10T04:55:57.000Z,1731962247.2272599,iN+864RjLDIWpA
960,UP000001203,GCA_000017845.1,1,,,ASM1784v1,complete-genome,PRJNA20319,ASM1784v1 assembly for Cyanothece sp. ATCC 51142,5460377,5460377,0,43989,Cyanothece sp. ATCC 51142,,bacteria,85,27,0,1,2017-04-04T18:12:14.000Z,2024-09-09T21:20:40.000Z,1731962247.2272599,PatYzrGfFKCkWQ
961,UP000001207,,0,,0,,,,Bacillus phage phi29,19282,0,0,10756,Bacteriophage phi-29,,viruses,1,1,1,1,2018-03-12T16:38:02.000Z,2018-06-16T11:40:19.000Z,1731962247.2272599,guGpJ1J78n5SCg
962,UP000001208,GCA_000020525.1,1,,,ASM2052v1,complete-genome,PRJNA29215,ASM2052v1 assembly for Chloroherpeton thalassium ATCC 35110,3293456,3293456,0,517418,Chloroherpeton thalassium ATCC 35110,,bacteria,62,21,0,1,2017-04-04T18:12:13.000Z,2024-09-10T04:44:25.000Z,1731962247.2272599,Vu0zKafWThqTTg
963,UP000001210,GCA_000880215.1,1,,,ViralProj30515,complete-genome,PRJNA485481,,50968,,,2914014,Mycobacterium phage Jasper,,viruses,0,0,0,1,2024-06-28T19:35:51.000Z,2024-09-02T20:20:46.000Z,1731962247.2272599,5w5ILvtk+E4Few
964,UP000001211,,0,,0,,,,Mycobacterium phage Pukovnik,52892,0,0,540068,Mycobacterium virus Pukovnik,,viruses,0,0,0,1,2018-03-12T16:46:17.000Z,2024-09-10T04:55:59.000Z,1731962247.2272599,PoQcC6iBmVLtrQ
965,UP000001212,,0,,0,,,,Mycobacterium phage Lockley,51478,0,0,540067,Mycobacterium virus Lockley,,viruses,0,0,0,1,2018-03-12T16:46:17.000Z,2018-06-16T11:41:02.000Z,1731962247.2272599,Poy8HZIF8rhJGA
966,UP000001213,GCA_000092225.1,1,,,ASM9222v1,complete-genome,PRJNA29399,ASM9222v1 assembly for Tsukamurella paurometabola DSM 20162,4479724,4479724,0,521096,Tsukamurella paurometabola DSM 20162,,bacteria,76,26,0,1,2017-04-04T18:23:01.000Z,2024-09-10T04:55:58.000Z,1731962247.2272599,ozTlUTv1Sc5NnQ
967,UP000001215,,0,,0,,,,Bacillus phage vB_BtS_BMBtp2,36932,0,0,1236573,Bacillus virus BMBtp2,,viruses,0,0,1,1,2018-03-12T16:46:18.000Z,2018-06-16T11:40:24.000Z,1731962247.2272599,v1s3DcBGj5Hcaw
968,UP000001216,,0,,0,,,,Acidithiobacillus phage AcaML1,59363,0,0,1229761,Acidithiobacillus phage AcaML1,,viruses,0,0,0,1,2018-03-12T16:49:33.000Z,2018-06-16T11:41:02.000Z,1731962247.2272599,yMERWvXlR+fzEg
969,UP000001218,GCA_000307375.1,1,AGZP01,,Para_john_CL02T12C29_V1,scaffold,PRJNA64889,,4629061,,,999419,Parabacteroides johnsonii CL02T12C29,,bacteria,0,0,0,1,2024-06-27T09:23:34.000Z,2024-09-02T20:20:46.000Z,1731962247.2272599,1I/IZbfEou4bMA
970,UP000001219,GCA_000024785.1,1,,,ASM2478v1,complete-genome,PRJNA29549,ASM2478v1 assembly for Gordonia bronchialis DSM 43247,5290012,5290012,0,526226,Gordonia bronchialis DSM 43247,,bacteria,110,31,0,1,2017-04-04T18:22:06.000Z,2024-09-10T04:55:59.000Z,1731962247.2272599,32TAo1HXBTqS3Q
971,UP000001222,,0,,0,,,,Edwardsiella phage KF-1 DNA,41549,0,0,1244856,Edwardsiella phage KF-1,,viruses,0,0,0,1,2018-03-12T16:48:31.000Z,2018-06-16T11:40:48.000Z,1731962247.2272599,FZekvKyPmvsuGg
972,UP000001223,,0,,0,,,,Enterobacter phage IME11,72570,0,0,1239384,Escherichia phage IME11,,viruses,2,1,0,1,2018-03-12T16:40:05.000Z,2018-06-16T11:40:48.000Z,1731962247.2272599,W0htN5MkzHMwbw
973,UP000001224,GCA_000153285.1,1,AAOK01,,ASM15328v1,scaffold,PRJNA13553,,2627046,,,59931,Synechococcus sp. (strain WH7805),,bacteria,0,0,0,1,2024-06-27T09:25:55.000Z,2024-09-02T20:20:46.000Z,1731962247.2272599,oYFnkUH2y1Qi+A
974,UP000001225,GCA_000067205.1,1,,,ASM6720v1,complete-genome,PRJNA28135,ASM6720v1 assembly for Bordetella petrii,5287950,5287950,0,94624,Bordetella petrii,,bacteria,0,0,0,1,2017-04-04T18:05:23.000Z,2024-09-10T04:54:53.000Z,1731962247.2272599,04elf4qIzggPdg
975,UP000001227,GCA_000020565.1,1,,0,ASM2056v1,,PRJNA19981,ASM2056v1 assembly for Candidatus Amoebophilus asiaticus 5a2,1884364,1884364,0,452471,Candidatus Amoebophilus asiaticus 5a2,,bacteria,43,15,0,1,2018-03-12T16:48:29.000Z,2021-06-14T15:31:57.000Z,1731962247.2272599,JEGnzkRWGffB8A
976,UP000001228,GCA_000020545.1,1,,,ASM2054v1,complete-genome,PRJNA12608,ASM2054v1 assembly for Chlorobium phaeobacteroides BS1,2736403,2736403,0,331678,Chlorobium phaeobacteroides BS1,,bacteria,0,0,0,1,2017-04-04T18:05:23.000Z,2024-09-10T04:55:52.000Z,1731962247.2272599,5zMu5Swvk+cEpQ
977,UP000001229,,0,,0,,,,Streptococcus phage PH15,39136,0,0,537874,Streptococcus phage PH15,,viruses,1,1,0,1,2018-03-12T16:48:29.000Z,2019-01-10T14:59:02.000Z,1731962247.2272599,7jCJKIPX96mjqg
978,UP000001231,GCA_000024085.1,1,,,ASM2408v1,complete-genome,PRJNA29443,ASM2408v1 assembly for Kangiella koreensis DSM 16069,2852073,2852073,0,523791,Kangiella koreensis DSM 16069,,bacteria,73,23,0,0,2017-04-04T18:24:00.000Z,2024-09-10T04:44:27.000Z,1731962247.2272599,nkj2778/R6ydSg
979,UP000001235,GCA_000145255.1,1,,0,ASM14525v1,,PRJNA32827,ASM14525v1 assembly for Gallionella capsiferriformans ES-2,3162471,3162471,0,395494,Gallionella capsiferriformans ES-2,,bacteria,74,25,0,1,2018-03-12T16:51:10.000Z,2024-09-10T04:43:04.000Z,1731962247.2272599,7G2me9ADihdtGw
980,UP000001238,,0,,0,,,,Xanthomonas oryzae phage OP2 DNA,46643,0,0,331627,Xanthomonas phage OP2,,viruses,0,0,0,1,2018-03-12T16:50:39.000Z,2018-06-16T11:40:55.000Z,1731962247.2272599,+LiA05QqwKwVLA
981,UP000001239,,0,,0,,,,Pseudomonas phage phiEL complete genome,211215,0,0,273133,Pseudomonas phage EL,,viruses,3,2,0,1,2018-03-12T16:51:10.000Z,2018-06-16T11:40:55.000Z,1731962247.2272599,zcHimuW283EsaQ
982,UP000001240,,,,,,,,,185683,,,12336,Clostridium botulinum C bacteriophage,,viruses,6,3,0,1,2017-04-07T16:41:00.000Z,2021-11-19T11:21:26.000Z,1731962247.2272599,yDK90+BlKvPhTw
983,UP000001243,,0,,0,,,,Sulfolobus tengchongensis spindle-shaped virus STSV1 complete genome,75294,0,0,285013,Sulfolobus tengchongensis spindle-shaped virus STSV1,,viruses,0,0,0,1,2018-03-12T17:03:06.000Z,2018-06-16T11:41:02.000Z,1731962247.2272599,S0uOeckuU4VxSA
984,UP000001245,,0,,0,,,,Actinoplanes phage phiAsp2,58638,0,0,279303,Actinoplanes phage phiAsp2,,viruses,0,0,0,1,2018-03-12T16:52:52.000Z,2018-06-16T11:41:39.000Z,1731962247.2272599,BJYe+mvJ2g45sQ
985,UP000001246,,0,,0,,,,Staphylococcus phage K,127395,0,0,221915,Staphylococcus phage K,,viruses,0,0,0,1,2018-03-12T16:41:19.000Z,2024-09-10T04:55:44.000Z,1731962247.2272599,el0qd/ueIBlxYg
986,UP000001247,,0,,0,,,,Sulfolobus spindle-shaped virus Ragged Hills,16473,0,0,256994,Sulfolobus spindle-shaped virus Ragged Hills,,viruses,0,0,0,1,2018-03-12T17:02:48.000Z,2024-09-10T04:55:49.000Z,1731962247.2272599,T0uZfBKga/xTZg
987,UP000001249,,0,,0,,,,Microcystis phage Ma-LMM01 DNA,162109,0,0,340435,Microcystis virus Ma-LMM01,,viruses,1,1,0,1,2018-03-12T16:41:20.000Z,2024-09-10T04:42:30.000Z,1731962247.2272599,EizszwxAjXTgDQ
988,UP000001250,,0,,0,,,,Lactococcus phage Q54,26537,0,0,382685,Lactococcus phage Q54,,viruses,0,0,0,1,2018-03-12T16:51:53.000Z,2018-06-16T11:40:29.000Z,1731962247.2272599,45sFicuvxtBeZA
989,UP000001251,,0,,0,,,,Bacteriophage phi-BT1 complete genome,41831,0,0,225588,Streptomyces virus phiBT1,,viruses,2,1,0,1,2018-03-12T17:01:44.000Z,2018-06-16T11:41:10.000Z,1731962247.2272599,pgovVmFqr7/LOw
990,UP000001252,,0,,0,,,,Spiroplasma phage 1-R8A2B complete genome,8273,0,0,10854,Spiroplasma virus SpV1-R8A2 B SpV1 1,,viruses,0,0,1,1,2018-03-12T16:51:53.000Z,2018-06-16T11:41:10.000Z,1731962247.2272599,uRhfYFL1XEOV5A
991,UP000001258,GCA_000011145.1,1,,,ASM1114v1,complete-genome,PRJNA235,ASM1114v1 assembly for Bacillus halodurans C-125,4202352,4202352,0,272558,Bacillus halodurans C-125,,bacteria,198,52,0,1,2017-04-04T18:28:50.000Z,2024-09-10T04:55:49.000Z,1731962247.2272599,DPXZrGd2p/EsRg
992,UP000001259,GCA_000056065.1,1,,,ASM5606v1,complete-genome,PRJNA16871,ASM5606v1 assembly for Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 = JCM 1002,1864998,1864998,0,390333,Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 = JCM 1002,,bacteria,143,29,0,1,2017-04-04T18:23:24.000Z,2024-09-10T04:55:54.000Z,1731962247.2272599,seOTpv2P0Gp7pQ
993,UP000001261,GCA_000149335.2,2,AAEC03000000,3,ASM14933v2,,PRJNA12883,ASM14933v2 assembly for Coccidioides immitis RS,29016019,29015619,0,246410,Coccidioides immitis RS,,eukaryota,203,48,1,1,2018-03-12T16:42:04.000Z,2024-09-10T04:55:48.000Z,1731962247.2272599,+xJODVr2vYJlIQ
994,UP000001263,,0,,0,,,,Enterococcus phage phiFL3A,39576,0,0,673837,Enterococcus phage phiFL3A,,viruses,0,0,0,1,2018-03-12T16:58:50.000Z,2024-09-10T04:56:02.000Z,1731962247.2272599,G+Md6Vj6I2TvXQ
995,UP000001264,GCA_002630665.1,1,,,ASM263066v1,complete-genome,,,40275,,,673838,Enterococcus phage phiFL3B,,viruses,0,0,0,1,2024-06-27T09:24:05.000Z,2024-09-02T20:20:46.000Z,1731962247.2272599,tGdfu0l60KA6vg
996,UP000001265,,0,,0,,,,Enterococcus phage phiFL4A,37856,0,0,673839,Enterococcus phage phiFL4A,,viruses,2,2,0,1,2018-03-12T16:42:04.000Z,2018-06-16T11:41:13.000Z,1731962247.2272599,e4grbMj4/b12xQ
997,UP000001266,,0,,0,,,,Staphylococcus phage SA1,147303,0,0,694060,Staphylococcus phage SA1,,viruses,0,0,0,1,2018-03-12T16:58:53.000Z,2024-09-10T04:56:02.000Z,1731962247.2272599,oCHlvlR3pBEw6Q
998,UP000001270,,0,,0,,,,Mycobacterium phage AnnaL29,53253,0,0,1076630,Mycobacterium phage AnnaL29,,viruses,0,0,0,1,2018-03-12T16:52:36.000Z,2024-09-10T04:56:06.000Z,1731962247.2272599,yGHyGisf61hUBg
999,UP000001274,GCA_000283535.1,1,,,ASM28353v1,complete-genome,PRJDA68325,ASM28353v1 assembly for Pseudogulbenkiania sp. NH8B,4332995,4332995,,748280,Pseudogulbenkiania sp. NH8B,,bacteria,143,33,0,1,2017-04-04T18:23:07.000Z,2024-09-10T04:45:22.000Z,1731962247.2272599,9ATcesEl5lvGPg
1000,UP000001275,GCA_000283515.1,1,,0,ASM28351v1,,PRJNA67115,ASM28351v1 assembly for Sphingobium sp. SYK-6,4348133,4348133,0,627192,Sphingobium sp. SYK-6,,bacteria,75,27,0,1,2018-03-12T16:52:35.000Z,2024-09-10T04:44:51.000Z,1731962247.2272599,iPA63nDGV2ekUw
1001,UP000001279,GCA_000224985.1,1,,,ASM22498v1,complete-genome,PRJNA70721,ASM22498v1 assembly for Lactobacillus ruminis ATCC 27782,2066652,2066652,0,1069534,Lactobacillus ruminis ATCC 27782,,bacteria,116,33,0,1,2017-04-04T18:26:47.000Z,2024-09-10T04:56:06.000Z,1731962247.2272599,kgQBInQGXUWS7A
1002,UP000001284,,0,,0,,,,Mycobacterium phage Redi,42594,0,0,1079894,Mycobacterium phage Redi,,viruses,0,0,0,1,2018-03-12T16:42:43.000Z,2018-06-16T11:41:06.000Z,1731962247.2272599,+zaEI5u0HtNjyw
1003,UP000001285,GCA_000225325.1,1,,0,ASM22532v1,,PRJNA43579,ASM22532v1 assembly for Lactobacillus sanfranciscensis TMW 1.1304,1375770,1375770,0,714313,Lactobacillus sanfranciscensis TMW 1.1304,,bacteria,110,28,0,1,2018-03-12T16:42:42.000Z,2024-09-10T04:56:02.000Z,1731962247.2272599,HcC6ay4KMemewA
1004,UP000001291,,0,,0,,,,Pseudomonas phage phi_Pto-bp6g,26499,0,0,1080237,Pseudomonas phage phi_Pto-bp6g,,viruses,0,0,0,1,2018-03-12T16:53:21.000Z,2018-06-16T11:40:28.000Z,1731962247.2272599,NhcpQ2fWNzX+Ow
1005,UP000001292,GCA_000005215.1,1,AAKO01000000,1,dsec_caf1,,PRJNA12711,dsec_caf1 assembly for Drosophila sechellia,166577145,157238575,0,7238,Drosophila sechellia,,eukaryota,980,139,0,1,2018-03-12T16:53:21.000Z,2024-09-10T04:52:21.000Z,1731962247.2272599,fiWwH9+xHDp8tA
1006,UP000001294,GCA_000001985.1,1,ABAR01000000,1,JCVI-PMFA1-2.0,,PRJNA19555,JCVI-PMFA1-2.0 assembly for Talaromyces marneffei ATCC 18224,28643865,28467480,0,441960,Talaromyces marneffei ATCC 18224,,eukaryota,231,44,0,1,2018-03-12T16:53:21.000Z,2024-09-10T04:44:06.000Z,1731962247.2272599,aAga0anYe6FQNw
1007,UP000001295,GCA_000889755.1,1,,0,ViralProj48141,,,"Torque teno canis virus ORF3, ORF2, ORF1 genes",2797,0,0,766189,Torque teno canis virus (isolate Cf-TTV10),,viruses,0,0,1,1,2018-03-12T16:53:21.000Z,2018-06-18T13:54:58.000Z,1731962247.2272599,XNBFgDaR3WJXGg
1008,UP000001297,,0,,0,,,,Burkholderia cepacia complex phage BcepC6B,42415,0,0,279280,Burkholderia virus BcepC6B,,viruses,0,0,0,1,2018-03-12T16:53:21.000Z,2018-06-16T11:40:39.000Z,1731962247.2272599,lkJQXow5Wot7tw
1009,UP000001298,,0,,0,,,,Pseudomonas aeruginosa bacteriophage PaP2,43783,0,0,270673,Pseudomonas phage PaP2,,viruses,0,0,0,1,2018-03-12T16:53:21.000Z,2018-06-16T11:41:39.000Z,1731962247.2272599,lpXknQQ7ewELQA
1010,UP000001299,GCA_000145035.1,1,,0,ASM14503v1,,PRJNA29153,ASM14503v1 assembly for Butyrivibrio proteoclasticus B316,4404886,4404886,0,515622,Butyrivibrio proteoclasticus B316,,bacteria,106,34,0,1,2018-03-12T16:53:21.000Z,2024-09-10T04:55:58.000Z,1731962247.2272599,+6h0UvAyDKQQyQ
